==============================================================================
==============================================================================
Thu. Apr. 4 2013                  LANDSAT 7                       Time: 19:09
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101304048741_00004                          Path / Row - 180 / 33
Reference Image: L51XXX1084164082100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1800330092   39.81078     27.44278    -0.19      0.11     0.22     1 
1800330095   39.81032     27.55108    -0.07      0.02     0.08     1 
1800330096   39.81014     27.58718    -0.20      0.06     0.21     1 
1800330166   39.78578     27.40654    -0.22      0.10     0.25     1 
1800330167   39.78565     27.44262    -0.14      0.13     0.19     1 
1800330168   39.78550     27.47871    -0.21     -0.05     0.21     1 
1800330169   39.78535     27.51479    -0.06     -0.16     0.17     1 
1800330170   39.78518     27.55088    -0.14     -0.09     0.17     1 
1800330171   39.78500     27.58696    -0.31      0.01     0.31     1 
1800330172   39.78482     27.62305    -0.30      0.13     0.33     1 
1800330173   39.78462     27.65913    -0.33      0.01     0.33     1 
1800330174   39.78441     27.69522    -0.16     -0.04     0.17     1 
1800330175   39.78419     27.73130     0.04     -0.16     0.17     1 
1800330176   39.78395     27.76738    -0.09      0.13     0.16     1 
1800330177   39.78371     27.80347     0.16     -0.23     0.28     1 
1800330239   39.76087     27.33424    -0.05     -0.14     0.15     1 
1800330240   39.76076     27.37031    -0.03      0.08     0.09     1 
1800330241   39.76064     27.40639    -0.21     -0.01     0.21     1 
1800330242   39.76051     27.44246    -0.13     -0.06     0.15     1 
1800330243   39.76036     27.47853    -0.13     -0.01     0.13     1 
1800330244   39.76021     27.51461    -0.15      0.07     0.16     1 
1800330245   39.76004     27.55068    -0.12      0.15     0.20     1 
1800330246   39.75987     27.58675    -0.27      0.07     0.28     1 
1800330248   39.75948     27.65889    -0.17      0.12     0.21     1 
1800330249   39.75927     27.69496    -0.10     -0.06     0.11     1 
1800330251   39.75882     27.76711    -0.22      0.00     0.22     1 
1800330252   39.75857     27.80317     0.12     -0.19     0.23     1 
1800330253   39.75832     27.83924    -0.18      0.09     0.20     1 
1800330255   39.75777     27.91138    -0.12     -0.25     0.27     1 
1800330256   39.75748     27.94745    -0.28     -0.03     0.28     1 
1800330257   39.75718     27.98352    -0.17     -0.11     0.20     1 
1800330314   39.73573     27.33412    -0.06     -0.07     0.09     1 
1800330315   39.73562     27.37018     0.10     -0.16     0.19     1 
1800330316   39.73550     27.40624     0.27      0.08     0.28     1 
1800330318   39.73523     27.47836     0.04     -0.20     0.20     1 
1800330319   39.73507     27.51442    -0.05     -0.15     0.16     1 
1800330320   39.73491     27.55048    -0.21      0.15     0.26     1 
1800330321   39.73473     27.58654    -0.16      0.05     0.16     1 
1800330322   39.73454     27.62260    -0.07     -0.12     0.14     1 
1800330323   39.73434     27.65865     0.17     -0.14     0.22     1 
1800330324   39.73413     27.69471    -0.15     -0.03     0.16     1 
1800330325   39.73391     27.73077    -0.20      0.04     0.21     1 
1800330328   39.73318     27.83894    -0.03     -0.02     0.03     1 
1800330329   39.73291     27.87499    -0.05     -0.14     0.15     1 
1800330330   39.73264     27.91105    -0.06     -0.31     0.32     1 
1800330331   39.73235     27.94711    -0.21      0.04     0.21     1 
1800330332   39.73205     27.98316     0.18      0.07     0.19     1 
1800330334   39.73142     28.05526    -0.10      0.11     0.15     1 
1800330335   39.73108     28.09132    -0.10      0.07     0.12     1 
1800330336   39.73074     28.12737    -0.02     -0.08     0.08     1 
1800330389   39.71059     27.33400    -0.08     -0.10     0.13     1 
1800330390   39.71048     27.37005     0.33     -0.01     0.33     1 
1800330392   39.71023     27.44214     0.01      0.02     0.03     1 
1800330393   39.71009     27.47819    -0.11      0.06     0.12     1 
1800330394   39.70994     27.51423    -0.13      0.15     0.20     1 
1800330395   39.70977     27.55028    -0.21      0.28     0.35     1 
1800330396   39.70959     27.58632    -0.06     -0.03     0.07     1 
1800330398   39.70921     27.65842    -0.12     -0.06     0.14     1 
1800330400   39.70878     27.73050    -0.02     -0.15     0.15     1 
1800330401   39.70854     27.76655    -0.12      0.33     0.35     1 
1800330402   39.70830     27.80259    -0.11      0.12     0.17     1 
1800330403   39.70804     27.83863    -0.24     -0.27     0.37     1 
1800330404   39.70778     27.87468    -0.16     -0.03     0.17     1 
1800330405   39.70750     27.91072     0.01      0.02     0.02     1 
1800330407   39.70691     27.98280    -0.24     -0.27     0.36     1 
1800330408   39.70660     28.01884    -0.22      0.06     0.23     1 
1800330409   39.70628     28.05488    -0.16      0.01     0.16     1 
1800330410   39.70595     28.09092    -0.12     -0.03     0.13     1 
1800330413   39.70488     28.19904    -0.18      0.02     0.19     1 
1800330414   39.70450     28.23507    -0.27      0.21     0.34     1 
1800330415   39.70412     28.27111    -0.06     -0.08     0.10     1 
1800330416   39.70372     28.30714    -0.18     -0.15     0.24     1 
1800330417   39.70330     28.34318    -0.27     -0.05     0.27     1 
1800330464   39.68545     27.33388     0.01      0.03     0.03     1 
1800330465   39.68535     27.36991    -0.03      0.06     0.06     1 
1800330467   39.68509     27.44198     0.09      0.02     0.09     1 
1800330468   39.68495     27.47801    -0.11      0.04     0.11     1 
1800330469   39.68480     27.51405    -0.00     -0.11     0.11     1 
1800330471   39.68446     27.58611    -0.38      0.05     0.38     1 
1800330472   39.68427     27.62214    -0.04      0.20     0.20     1 
1800330474   39.68386     27.69421    -0.16      0.32     0.36     1 
1800330479   39.68264     27.87436    -0.04      0.20     0.20     1 
1800330481   39.68208     27.94642     0.14      0.18     0.23     1 
1800330483   39.68147     28.01847    -0.30     -0.00     0.30     1 
1800330484   39.68115     28.05450    -0.23     -0.17     0.29     1 
1800330485   39.68081     28.09053    -0.17      0.10     0.20     1 
1800330489   39.67937     28.23463    -0.08     -0.11     0.13     1 
1800330490   39.67898     28.27065    -0.04     -0.04     0.06     1 
1800330491   39.67858     28.30667     0.02      0.09     0.09     1 
1800330492   39.67817     28.34269    -0.23     -0.02     0.23     1 
1800330493   39.67775     28.37871     0.04     -0.03     0.05     1 
1800330494   39.67732     28.41473    -0.10     -0.09     0.13     1 
1800330495   39.67687     28.45075    -0.15     -0.09     0.18     1 
1800330496   39.67642     28.48677    -0.03     -0.18     0.18     1 
1800330497   39.67595     28.52279    -0.28     -0.04     0.28     1 
1800330538   39.66041     27.29773     0.04     -0.02     0.05     1 
1800330539   39.66032     27.33376    -0.04      0.07     0.08     1 
1800330540   39.66021     27.36978     0.09      0.10     0.14     1 
1800330542   39.65996     27.44182    -0.11      0.11     0.16     1 
1800330544   39.65966     27.51386    -0.12      0.01     0.12     1 
1800330548   39.65893     27.65794    -0.11     -0.36     0.38     1 
1800330549   39.65872     27.69396    -0.01     -0.15     0.15     1 
1800330550   39.65850     27.72997    -0.02      0.27     0.27     1 
1800330551   39.65827     27.76599    -0.13     -0.01     0.13     1 
1800330552   39.65803     27.80201     0.04      0.20     0.21     1 
1800330554   39.65751     27.87404    -0.09      0.17     0.19     1 
1800330557   39.65664     27.98209    -0.29      0.07     0.29     1 
1800330559   39.65601     28.05412    -0.26     -0.07     0.27     1 
1800330560   39.65568     28.09013    -0.09      0.18     0.20     1 
1800330561   39.65534     28.12614     0.15      0.03     0.15     1 
1800330562   39.65498     28.16216     0.05     -0.28     0.28     1 
1800330563   39.65462     28.19817    -0.18      0.06     0.19     1 
1800330564   39.65424     28.23418    -0.07     -0.05     0.09     1 
1800330565   39.65385     28.27019    -0.14      0.16     0.21     1 
1800330566   39.65345     28.30620    -0.20      0.21     0.29     1 
1800330567   39.65304     28.34221    -0.08      0.22     0.23     1 
1800330568   39.65262     28.37821     0.04      0.04     0.05     1 
1800330569   39.65219     28.41422     0.03      0.04     0.05     1 
1800330570   39.65174     28.45023    -0.05     -0.06     0.08     1 
1800330571   39.65129     28.48623     0.05      0.02     0.06     1 
1800330572   39.65082     28.52224    -0.12     -0.06     0.14     1 
1800330573   39.65034     28.55824    -0.03      0.01     0.03     1 
1800330574   39.64985     28.59424    -0.06     -0.18     0.19     1 
1800330575   39.64935     28.63025    -0.21     -0.20     0.29     1 
1800330576   39.64884     28.66625    -0.18     -0.11     0.22     1 
1800330577   39.64832     28.70225    -0.15     -0.22     0.26     1 
1800330613   39.63528     27.29763    -0.07      0.24     0.25     1 
1800330614   39.63518     27.33364    -0.08      0.11     0.14     1 
1800330615   39.63507     27.36964     0.07      0.09     0.11     1 
1800330616   39.63495     27.40565    -0.30     -0.10     0.32     1 
1800330617   39.63482     27.44166    -0.09     -0.02     0.09     1 
1800330618   39.63468     27.47767    -0.26     -0.05     0.27     1 
1800330619   39.63452     27.51367    -0.22      0.12     0.25     1 
1800330621   39.63418     27.58569    -0.02      0.32     0.32     1 
1800330624   39.63359     27.69371    -0.13     -0.25     0.28     1 
1800330625   39.63336     27.72971    -0.08     -0.04     0.09     1 
1800330626   39.63313     27.76572     0.02     -0.03     0.03     1 
1800330627   39.63289     27.80172    -0.14     -0.30     0.33     1 
1800330628   39.63264     27.83772    -0.06     -0.16     0.17     1 
1800330629   39.63237     27.87373    -0.31      0.01     0.31     1 
1800330637   39.62985     28.16174    -0.18      0.13     0.22     1 
1800330638   39.62948     28.19773    -0.07      0.00     0.07     1 
1800330639   39.62911     28.23373    -0.07      0.06     0.09     1 
1800330640   39.62872     28.26973    -0.09      0.02     0.09     1 
1800330641   39.62832     28.30572    -0.12     -0.01     0.12     1 
1800330642   39.62791     28.34172    -0.04      0.07     0.08     1 
1800330643   39.62749     28.37771    -0.12     -0.10     0.15     1 
1800330644   39.62705     28.41371    -0.05      0.08     0.10     1 
1800330645   39.62661     28.44970    -0.06     -0.02     0.06     1 
1800330646   39.62616     28.48569    -0.13     -0.08     0.15     1 
1800330647   39.62569     28.52169     0.02     -0.11     0.11     1 
1800330648   39.62521     28.55768     0.03      0.01     0.03     1 
1800330649   39.62472     28.59367    -0.06     -0.10     0.12     1 
1800330650   39.62423     28.62966    -0.13     -0.17     0.21     1 
1800330651   39.62371     28.66564    -0.07     -0.09     0.11     1 
1800330652   39.62319     28.70163    -0.07     -0.07     0.11     1 
1800330653   39.62266     28.73762     0.00     -0.04     0.04     1 
1800330655   39.62156     28.80959    -0.14     -0.24     0.28     1 
1800330656   39.62100     28.84557    -0.14     -0.14     0.20     1 
1800330657   39.62042     28.88155    -0.05     -0.10     0.12     1 
1800330658   39.61983     28.91753    -0.17      0.09     0.19     1 
1800330688   39.61014     27.29752     0.06      0.17     0.18     1 
1800330689   39.61004     27.33351    -0.06      0.12     0.13     1 
1800330690   39.60993     27.36951    -0.04      0.13     0.14     1 
1800330691   39.60981     27.40550    -0.27      0.02     0.27     1 
1800330693   39.60954     27.47749     0.02     -0.08     0.08     1 
1800330694   39.60938     27.51349    -0.07      0.08     0.10     1 
1800330695   39.60922     27.54948    -0.04      0.09     0.10     1 
1800330696   39.60904     27.58547     0.04      0.05     0.06     1 
1800330698   39.60866     27.65746     0.01      0.12     0.12     1 
1800330699   39.60845     27.69345    -0.14     -0.05     0.15     1 
1800330700   39.60823     27.72945    -0.10      0.05     0.12     1 
1800330701   39.60800     27.76544    -0.19     -0.02     0.19     1 
1800330702   39.60775     27.80143     0.07      0.14     0.15     1 
1800330703   39.60750     27.83742    -0.23      0.06     0.23     1 
1800330711   39.60507     28.12533    -0.06     -0.03     0.07     1 
1800330712   39.60471     28.16131    -0.27     -0.07     0.28     1 
1800330713   39.60435     28.19730    -0.14     -0.06     0.15     1 
1800330714   39.60397     28.23328    -0.20      0.25     0.31     1 
1800330715   39.60359     28.26927     0.02     -0.03     0.03     1 
1800330716   39.60319     28.30525     0.06      0.07     0.09     1 
1800330717   39.60278     28.34124    -0.14      0.30     0.33     1 
1800330718   39.60236     28.37722    -0.09      0.15     0.17     1 
1800330720   39.60148     28.44918     0.04     -0.02     0.04     1 
1800330721   39.60102     28.48516     0.06     -0.11     0.12     1 
1800330722   39.60056     28.52114     0.02     -0.15     0.16     1 
1800330723   39.60008     28.55711     0.01      0.04     0.04     1 
1800330724   39.59960     28.59309    -0.07     -0.03     0.08     1 
1800330725   39.59910     28.62907    -0.00      0.02     0.02     1 
1800330726   39.59859     28.66504    -0.27     -0.17     0.32     1 
1800330727   39.59806     28.70102     0.02     -0.12     0.12     1 
1800330728   39.59753     28.73699    -0.20      0.02     0.20     1 
1800330729   39.59699     28.77296    -0.01      0.01     0.02     1 
1800330730   39.59643     28.80893    -0.01     -0.03     0.03     1 
1800330731   39.59587     28.84490     0.03     -0.03     0.04     1 
1800330732   39.59529     28.88087    -0.02     -0.08     0.08     1 
1800330733   39.59470     28.91684     0.08     -0.18     0.20     1 
1800330734   39.59410     28.95281    -0.00     -0.13     0.13     1 
1800330735   39.59349     28.98877    -0.08     -0.26     0.27     1 
1800330736   39.59287     29.02474    -0.19     -0.01     0.19     1 
1800330737   39.59224     29.06070    -0.27     -0.19     0.33     1 
1800330738   39.59160     29.09667    -0.06     -0.10     0.12     1 
1800330763   39.58500     27.29741     0.03      0.09     0.09     1 
1800330764   39.58490     27.33339    -0.03      0.15     0.16     1 
1800330765   39.58479     27.36938     0.01      0.13     0.13     1 
1800330766   39.58467     27.40536     0.00      0.32     0.32     1 
1800330770   39.58408     27.54928    -0.14      0.03     0.14     1 
1800330771   39.58391     27.58526    -0.02     -0.08     0.08     1 
1800330772   39.58372     27.62124    -0.23      0.15     0.27     1 
1800330773   39.58352     27.65722    -0.09      0.14     0.16     1 
1800330774   39.58331     27.69320    -0.18     -0.14     0.23     1 
1800330775   39.58309     27.72918    -0.06     -0.10     0.12     1 
1800330776   39.58286     27.76516    -0.06     -0.00     0.06     1 
1800330779   39.58210     27.87309    -0.19      0.05     0.19     1 
1800330781   39.58154     27.94505    -0.14      0.22     0.26     1 
1800330783   39.58093     28.01700     0.13     -0.17     0.21     1 
1800330784   39.58061     28.05297    -0.18      0.10     0.21     1 
1800330786   39.57993     28.12492    -0.30      0.19     0.35     1 
1800330787   39.57958     28.16090    -0.08      0.07     0.10     1 
1800330788   39.57921     28.19687     0.01     -0.02     0.02     1 
1800330789   39.57884     28.23284    -0.05     -0.05     0.07     1 
1800330790   39.57845     28.26881    -0.10      0.06     0.12     1 
1800330791   39.57805     28.30478    -0.10      0.03     0.11     1 
1800330792   39.57764     28.34075     0.07      0.00     0.07     1 
1800330793   39.57722     28.37672    -0.07      0.29     0.30     1 
1800330794   39.57679     28.41269     0.00      0.07     0.07     1 
1800330795   39.57635     28.44865    -0.09     -0.14     0.17     1 
1800330796   39.57590     28.48462     0.17      0.04     0.18     1 
1800330798   39.57495     28.55655    -0.05     -0.34     0.35     1 
1800330799   39.57447     28.59251     0.01     -0.02     0.02     1 
1800330800   39.57397     28.62848     0.21      0.13     0.25     1 
1800330801   39.57346     28.66444    -0.03     -0.04     0.05     1 
1800330802   39.57294     28.70040    -0.06     -0.03     0.07     1 
1800330803   39.57241     28.73636    -0.08      0.04     0.09     1 
1800330804   39.57186     28.77232    -0.11     -0.21     0.24     1 
1800330805   39.57131     28.80828    -0.01     -0.13     0.13     1 
1800330806   39.57074     28.84424    -0.23      0.02     0.23     1 
1800330807   39.57017     28.88019    -0.02     -0.04     0.04     1 
1800330808   39.56958     28.91615    -0.17     -0.01     0.17     1 
1800330809   39.56898     28.95210    -0.13     -0.13     0.18     1 
1800330811   39.56775     29.02401    -0.01      0.13     0.13     1 
1800330812   39.56712     29.05996    -0.10      0.01     0.10     1 
1800330813   39.56647     29.09591    -0.12     -0.12     0.17     1 
1800330814   39.56582     29.13186    -0.14      0.01     0.14     1 
1800330816   39.56448     29.20375     0.02     -0.25     0.25     1 
1800330838   39.55986     27.29730    -0.11      0.06     0.12     1 
1800330839   39.55976     27.33327    -0.02      0.23     0.23     1 
1800330840   39.55965     27.36924    -0.06      0.10     0.12     1 
1800330841   39.55953     27.40521     0.20     -0.03     0.21     1 
1800330842   39.55940     27.44118    -0.08     -0.01     0.08     1 
1800330843   39.55926     27.47715     0.02     -0.23     0.23     1 
1800330844   39.55911     27.51312    -0.12      0.27     0.30     1 
1800330845   39.55894     27.54909    -0.03     -0.09     0.09     1 
1800330846   39.55877     27.58505     0.02      0.06     0.06     1 
1800330847   39.55858     27.62102    -0.03      0.06     0.07     1 
1800330848   39.55838     27.65699    -0.18      0.15     0.23     1 
1800330849   39.55817     27.69295     0.04     -0.06     0.07     1 
1800330850   39.55795     27.72892     0.00      0.09     0.09     1 
1800330851   39.55772     27.76488    -0.10      0.10     0.14     1 
1800330852   39.55748     27.80085    -0.16      0.13     0.21     1 
1800330853   39.55723     27.83682     0.11      0.31     0.33     1 
1800330855   39.55669     27.90874    -0.21     -0.07     0.23     1 
1800330857   39.55610     27.98067    -0.10     -0.03     0.10     1 
1800330858   39.55579     28.01663     0.27     -0.01     0.27     1 
1800330859   39.55547     28.05259    -0.37     -0.12     0.39     1 
1800330860   39.55514     28.08855     0.06     -0.13     0.14     1 
1800330861   39.55480     28.12452    -0.19      0.13     0.23     1 
1800330862   39.55445     28.16048     0.09      0.26     0.27     1 
1800330863   39.55408     28.19644     0.09      0.09     0.12     1 
1800330864   39.55371     28.23239     0.01      0.06     0.06     1 
1800330865   39.55332     28.26835    -0.10      0.00     0.10     1 
1800330866   39.55292     28.30431    -0.05     -0.13     0.14     1 
1800330867   39.55251     28.34027     0.04      0.07     0.08     1 
1800330868   39.55209     28.37622    -0.07      0.15     0.17     1 
1800330869   39.55166     28.41218    -0.11     -0.03     0.12     1 
1800330870   39.55122     28.44813     0.05     -0.14     0.15     1 
1800330871   39.55076     28.48409    -0.14      0.05     0.15     1 
1800330872   39.55030     28.52004     0.08      0.12     0.14     1 
1800330873   39.54982     28.55599    -0.16      0.07     0.18     1 
1800330874   39.54934     28.59194     0.15      0.04     0.16     1 
1800330875   39.54884     28.62789    -0.13     -0.11     0.17     1 
1800330876   39.54833     28.66384     0.14     -0.13     0.19     1 
1800330877   39.54781     28.69979     0.01      0.14     0.14     1 
1800330878   39.54728     28.73573    -0.08     -0.01     0.08     1 
1800330879   39.54673     28.77168     0.06     -0.02     0.07     1 
1800330881   39.54562     28.84357     0.04     -0.10     0.11     1 
1800330882   39.54504     28.87952    -0.12     -0.12     0.17     1 
1800330884   39.54386     28.95140    -0.06     -0.07     0.09     1 
1800330885   39.54325     28.98734    -0.00     -0.26     0.26     1 
1800330886   39.54263     29.02328    -0.12     -0.13     0.18     1 
1800330887   39.54200     29.05921    -0.18     -0.10     0.20     1 
1800330888   39.54135     29.09515    -0.10     -0.06     0.11     1 
1800330889   39.54070     29.13109    -0.01     -0.03     0.04     1 
1800330890   39.54003     29.16702    -0.07     -0.06     0.09     1 
1800330891   39.53936     29.20295    -0.13     -0.22     0.26     1 
1800330892   39.53867     29.23889    -0.03     -0.29     0.29     1 
1800330893   39.53797     29.27482    -0.02     -0.27     0.27     1 
1800330894   39.53726     29.31075    -0.22      0.01     0.22     1 
1800330895   39.53654     29.34668    -0.26     -0.24     0.35     1 
1800330896   39.53581     29.38260     0.07     -0.23     0.24     1 
1800330912   39.53481     27.26124    -0.07      0.17     0.18     1 
1800330913   39.53472     27.29720    -0.01      0.20     0.20     1 
1800330914   39.53462     27.33315    -0.11      0.34     0.36     1 
1800330916   39.53440     27.40507    -0.02      0.11     0.11     1 
1800330917   39.53426     27.44102    -0.01     -0.00     0.01     1 
1800330918   39.53412     27.47698     0.25      0.10     0.27     1 
1800330920   39.53381     27.54889    -0.04      0.18     0.18     1 
1800330921   39.53363     27.58484     0.06      0.15     0.16     1 
1800330922   39.53344     27.62080     0.10      0.14     0.17     1 
1800330923   39.53325     27.65675     0.07      0.14     0.16     1 
1800330924   39.53304     27.69270     0.07      0.12     0.14     1 
1800330925   39.53282     27.72866    -0.13      0.12     0.18     1 
1800330926   39.53259     27.76461    -0.01     -0.05     0.05     1 
1800330927   39.53234     27.80056     0.10      0.09     0.13     1 
1800330928   39.53209     27.83651    -0.21      0.31     0.37     1 
1800330931   39.53126     27.94437     0.22      0.07     0.24     1 
1800330934   39.53034     28.05222     0.05      0.08     0.09     1 
1800330935   39.53001     28.08816    -0.05     -0.14     0.15     1 
1800330936   39.52967     28.12411     0.07      0.20     0.21     1 
1800330937   39.52931     28.16006    -0.12      0.06     0.13     1 
1800330938   39.52895     28.19600    -0.18      0.11     0.21     1 
1800330939   39.52857     28.23195     0.02      0.04     0.05     1 
1800330940   39.52819     28.26789     0.01      0.10     0.10     1 
1800330941   39.52779     28.30384    -0.11      0.05     0.12     1 
1800330942   39.52738     28.33978    -0.13      0.11     0.17     1 
1800330943   39.52696     28.37573    -0.11      0.11     0.15     1 
1800330944   39.52653     28.41167     0.15      0.13     0.20     1 
1800330945   39.52609     28.44761    -0.07     -0.13     0.15     1 
1800330946   39.52563     28.48355     0.03     -0.18     0.18     1 
1800330947   39.52517     28.51949     0.14     -0.14     0.20     1 
1800330948   39.52469     28.55543     0.19     -0.10     0.21     1 
1800330949   39.52421     28.59137     0.03     -0.06     0.07     1 
1800330950   39.52371     28.62730    -0.12     -0.10     0.15     1 
1800330951   39.52320     28.66324     0.30     -0.05     0.30     1 
1800330952   39.52268     28.69918    -0.08     -0.04     0.09     1 
1800330953   39.52215     28.73511    -0.03     -0.06     0.07     1 
1800330954   39.52161     28.77104     0.07      0.01     0.07     1 
1800330955   39.52105     28.80698     0.03     -0.02     0.03     1 
1800330956   39.52049     28.84291    -0.07     -0.12     0.14     1 
1800330957   39.51991     28.87884    -0.07     -0.09     0.11     1 
1800330958   39.51933     28.91477    -0.05      0.05     0.07     1 
1800330959   39.51873     28.95069     0.13      0.05     0.14     1 
1800330960   39.51812     28.98662    -0.03      0.01     0.03     1 
1800330961   39.51750     29.02255     0.17     -0.12     0.21     1 
1800330962   39.51687     29.05847    -0.14     -0.06     0.15     1 
1800330963   39.51623     29.09440     0.00     -0.14     0.14     1 
1800330964   39.51558     29.13032    -0.29      0.12     0.31     1 
1800330965   39.51491     29.16624    -0.12     -0.07     0.14     1 
1800330966   39.51424     29.20216    -0.23     -0.04     0.23     1 
1800330968   39.51285     29.27400     0.10     -0.20     0.23     1 
1800330969   39.51214     29.30992    -0.03      0.03     0.04     1 
1800330971   39.51069     29.38174    -0.12     -0.19     0.22     1 
1800330987   39.50967     27.26115     0.07      0.18     0.20     1 
1800330988   39.50958     27.29709     0.02      0.14     0.14     1 
1800330989   39.50948     27.33303     0.16      0.04     0.17     1 
1800330990   39.50938     27.36898     0.05      0.01     0.05     1 
1800330991   39.50926     27.40492     0.12      0.03     0.12     1 
1800330992   39.50912     27.44086     0.12     -0.03     0.12     1 
1800330993   39.50898     27.47680     0.06     -0.05     0.08     1 
1800330994   39.50883     27.51275     0.09      0.04     0.10     1 
1800330995   39.50867     27.54869    -0.32      0.12     0.35     1 
1800330996   39.50849     27.58463     0.15      0.10     0.18     1 
1800330997   39.50831     27.62057     0.21      0.17     0.28     1 
1800330998   39.50811     27.65651    -0.09      0.04     0.10     1 
1800330999   39.50790     27.69245    -0.09      0.31     0.33     1 
1800331000   39.50768     27.72839    -0.00      0.13     0.13     1 
1800331001   39.50745     27.76433     0.02      0.10     0.11     1 
1800331002   39.50721     27.80027     0.10      0.14     0.17     1 
1800331003   39.50695     27.83621     0.08      0.11     0.13     1 
1800331006   39.50613     27.94403     0.04      0.13     0.13     1 
1800331007   39.50583     27.97996    -0.03      0.17     0.17     1 
1800331008   39.50552     28.01590    -0.16      0.26     0.31     1 
1800331009   39.50520     28.05184    -0.04      0.06     0.07     1 
1800331010   39.50487     28.08777     0.12      0.19     0.22     1 
1800331012   39.50418     28.15964    -0.15     -0.01     0.15     1 
1800331013   39.50381     28.19557    -0.16     -0.10     0.19     1 
1800331014   39.50344     28.23151     0.08      0.07     0.11     1 
1800331015   39.50305     28.26744     0.01      0.01     0.02     1 
1800331016   39.50265     28.30337    -0.01      0.07     0.07     1 
1800331017   39.50225     28.33930    -0.08      0.00     0.08     1 
1800331018   39.50183     28.37523     0.03     -0.02     0.04     1 
1800331019   39.50140     28.41116    -0.04     -0.02     0.05     1 
1800331020   39.50095     28.44709     0.05     -0.05     0.07     1 
1800331021   39.50050     28.48302     0.00     -0.07     0.07     1 
1800331023   39.49956     28.55487     0.10      0.11     0.15     1 
1800331024   39.49908     28.59079    -0.02      0.05     0.05     1 
1800331025   39.49858     28.62672    -0.09     -0.03     0.09     1 
1800331026   39.49807     28.66264    -0.04     -0.04     0.06     1 
1800331027   39.49755     28.69856     0.13      0.07     0.15     1 
1800331028   39.49702     28.73448     0.03     -0.04     0.05     1 
1800331030   39.49593     28.80632     0.01      0.05     0.05     1 
1800331032   39.49479     28.87816    -0.15     -0.10     0.18     1 
1800331033   39.49420     28.91408    -0.06     -0.06     0.09     1 
1800331034   39.49361     28.94999    -0.02     -0.05     0.05     1 
1800331035   39.49300     28.98591    -0.12      0.03     0.12     1 
1800331036   39.49238     29.02182     0.05      0.06     0.08     1 
1800331037   39.49175     29.05773    -0.06     -0.13     0.14     1 
1800331038   39.49111     29.09364    -0.07     -0.07     0.10     1 
1800331039   39.49045     29.12955    -0.08      0.09     0.12     1 
1800331040   39.48979     29.16546     0.11     -0.07     0.13     1 
1800331043   39.48773     29.27318    -0.11     -0.08     0.14     1 
1800331062   39.48453     27.26105    -0.08      0.00     0.08     1 
1800331063   39.48444     27.29698    -0.00      0.01     0.01     1 
1800331064   39.48434     27.33291    -0.08      0.21     0.22     1 
1800331066   39.48412     27.40477     0.02     -0.07     0.07     1 
1800331067   39.48399     27.44070     0.00     -0.02     0.02     1 
1800331068   39.48385     27.47663    -0.07     -0.01     0.07     1 
1800331069   39.48369     27.51256     0.19      0.11     0.22     1 
1800331071   39.48335     27.58442     0.03      0.15     0.15     1 
1800331072   39.48317     27.62035    -0.24      0.07     0.25     1 
1800331073   39.48297     27.65628     0.13     -0.02     0.13     1 
1800331075   39.48254     27.72813     0.08      0.04     0.09     1 
1800331076   39.48231     27.76406     0.08      0.12     0.15     1 
1800331077   39.48207     27.79998    -0.09      0.09     0.12     1 
1800331078   39.48182     27.83591     0.07     -0.28     0.29     1 
1800331079   39.48155     27.87184     0.01      0.02     0.02     1 
1800331082   39.48069     27.97961    -0.07     -0.03     0.08     1 
1800331084   39.48007     28.05146     0.05      0.13     0.14     1 
1800331085   39.47974     28.08738     0.07      0.00     0.07     1 
1800331087   39.47904     28.15922    -0.08      0.11     0.14     1 
1800331089   39.47830     28.23106    -0.00      0.16     0.16     1 
1800331090   39.47792     28.26698    -0.04      0.12     0.13     1 
1800331091   39.47752     28.30290     0.19      0.09     0.21     1 
1800331092   39.47711     28.33882    -0.03      0.03     0.04     1 
1800331093   39.47669     28.37474    -0.07      0.05     0.08     1 
1800331094   39.47626     28.41065     0.03      0.07     0.07     1 
1800331095   39.47582     28.44657    -0.00     -0.01     0.01     1 
1800331096   39.47537     28.48248     0.04      0.11     0.11     1 
1800331097   39.47491     28.51840     0.09     -0.05     0.10     1 
1800331098   39.47443     28.55431     0.09     -0.03     0.10     1 
1800331099   39.47395     28.59022     0.16     -0.09     0.18     1 
1800331100   39.47345     28.62613     0.13     -0.00     0.13     1 
1800331101   39.47294     28.66204    -0.09      0.06     0.11     1 
1800331102   39.47242     28.69795    -0.03      0.10     0.11     1 
1800331103   39.47189     28.73386    -0.00      0.09     0.09     1 
