==============================================================================
==============================================================================
Fri. Mar. 1 2013                  LANDSAT 7                       Time: 08:44
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101303019858_00003                          Path / Row - 181 / 33
Reference Image: L51XXX1090219080100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 100.0%
Rank   2 --  0.0%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1810333954   38.51146     27.17836     0.01      0.11     0.11     1 
1810333955   38.51140     27.21414    -0.07     -0.12     0.15     1 
1810333956   38.51133     27.24993    -0.02     -0.18     0.18     1 
1810333957   38.51125     27.28572     0.08      0.09     0.12     1 
1810333958   38.51115     27.32150     0.30      0.04     0.30     1 
1810333959   38.51105     27.35729    -0.04     -0.06     0.07     1 
1810333960   38.51094     27.39307     0.06     -0.20     0.21     1 
1810333961   38.51081     27.42886     0.02     -0.16     0.16     1 
1810333962   38.51067     27.46464    -0.10      0.11     0.15     1 
1810333964   38.51037     27.53621    -0.19     -0.17     0.26     1 
1810333993   38.48066     25.89054    -0.05     -0.05     0.07     1 
1810333994   38.48099     25.92630    -0.06      0.16     0.17     1 
1810333995   38.48131     25.96207     0.04      0.12     0.13     1 
1810333996   38.48162     25.99783     0.22      0.03     0.22     1 
1810333997   38.48192     26.03360     0.12     -0.09     0.15     1 
1810333998   38.48221     26.06937     0.03      0.04     0.05     1 
1810333999   38.48249     26.10513     0.02     -0.17     0.17     1 
1810334004   38.48372     26.28398    -0.00      0.13     0.13     1 
1810334008   38.48451     26.42706    -0.06     -0.18     0.19     1 
1810334009   38.48468     26.46283     0.21      0.29     0.36     1 
1810334010   38.48484     26.49860     0.09      0.19     0.21     1 
1810334011   38.48499     26.53438    -0.04     -0.11     0.11     1 
1810334012   38.48512     26.57015     0.02     -0.03     0.03     1 
1810334013   38.48525     26.60592     0.17      0.21     0.27     1 
1810334016   38.48556     26.71324     0.05      0.03     0.06     1 
1810334017   38.48564     26.74901     0.13     -0.03     0.13     1 
1810334022   38.48589     26.92788     0.20     -0.38     0.43     1 
1810334027   38.48586     27.10675     0.28     -0.04     0.29     1 
1810334028   38.48582     27.14252    -0.04     -0.26     0.27     1 
1810334031   38.48564     27.24984    -0.01     -0.14     0.14     1 
1810334032   38.48556     27.28561    -0.11     -0.00     0.11     1 
1810334033   38.48547     27.32139    -0.05     -0.24     0.24     1 
1810334034   38.48537     27.35716     0.05     -0.13     0.14     1 
1810334035   38.48525     27.39293    -0.08     -0.01     0.08     1 
1810334036   38.48513     27.42871    -0.06     -0.01     0.06     1 
1810334037   38.48499     27.46448    -0.16     -0.06     0.17     1 
1810334038   38.48484     27.50025    -0.05      0.15     0.16     1 
1810334039   38.48468     27.53602     0.10     -0.22     0.24     1 
1810334071   38.45594     25.99819    -0.42      0.01     0.42     1 
1810334072   38.45624     26.03394     0.02     -0.02     0.03     1 
1810334073   38.45653     26.06970    -0.03      0.13     0.14     1 
1810334074   38.45681     26.10545     0.06      0.03     0.07     1 
1810334075   38.45708     26.14121    -0.07      0.18     0.19     1 
1810334081   38.45845     26.35575    -0.03     -0.16     0.16     1 
1810334082   38.45864     26.39150     0.09      0.17     0.20     1 
1810334084   38.45900     26.46302    -0.01      0.08     0.08     1 
1810334085   38.45915     26.49878     0.11      0.06     0.12     1 
1810334086   38.45930     26.53454    -0.01     -0.03     0.03     1 
1810334087   38.45944     26.57030     0.07     -0.02     0.07     1 
1810334088   38.45956     26.60606     0.07     -0.14     0.16     1 
1810334097   38.46020     26.92790     0.17     -0.03     0.17     1 
1810334098   38.46022     26.96367     0.14      0.05     0.15     1 
1810334099   38.46023     26.99943     0.35      0.08     0.36     1 
1810334100   38.46022     27.03519     0.06      0.10     0.12     1 
1810334101   38.46020     27.07095     0.35     -0.06     0.35     1 
1810334104   38.46009     27.17823     0.05      0.02     0.06     1 
1810334105   38.46003     27.21399     0.04      0.17     0.17     1 
1810334106   38.45996     27.24975    -0.10      0.04     0.11     1 
1810334108   38.45978     27.32127     0.16      0.10     0.19     1 
1810334109   38.45968     27.35703    -0.06     -0.16     0.17     1 
1810334111   38.45944     27.42855     0.16      0.19     0.25     1 
1810334112   38.45931     27.46431    -0.14      0.07     0.15     1 
1810334113   38.45916     27.50007    -0.17     -0.07     0.18     1 
1810334114   38.45900     27.53583    -0.08     -0.22     0.24     1 
1810334145   38.42995     25.96280     0.13     -0.11     0.17     1 
1810334146   38.43026     25.99854     0.13     -0.05     0.14     1 
1810334147   38.43056     26.03429     0.05      0.02     0.06     1 
1810334148   38.43085     26.07003     0.14      0.21     0.25     1 
1810334149   38.43113     26.10577     0.03      0.27     0.27     1 
1810334150   38.43140     26.14151     0.01      0.18     0.18     1 
1810334156   38.43277     26.35598     0.04      0.05     0.07     1 
1810334157   38.43296     26.39172    -0.00     -0.15     0.15     1 
1810334161   38.43362     26.53471    -0.04     -0.05     0.06     1 
1810334166   38.43419     26.71344     0.09     -0.22     0.24     1 
1810334179   38.43440     27.17817    -0.03      0.12     0.12     1 
1810334182   38.43419     27.28541     0.00      0.26     0.26     1 
1810334183   38.43410     27.32116     0.06     -0.12     0.14     1 
1810334184   38.43400     27.35691    -0.03      0.03     0.05     1 
1810334185   38.43388     27.39266     0.12     -0.01     0.12     1 
1810334187   38.43362     27.46415     0.03      0.18     0.18     1 
1810334189   38.43332     27.53564     0.01     -0.05     0.05     1 
1810334220   38.40427     25.96317    -0.14     -0.05     0.15     1 
1810334221   38.40458     25.99890    -0.19     -0.11     0.22     1 
1810334222   38.40488     26.03463    -0.05     -0.07     0.08     1 
1810334223   38.40517     26.07036     0.02     -0.05     0.05     1 
1810334224   38.40545     26.10609     0.17     -0.15     0.23     1 
1810334234   38.40763     26.46340     0.14      0.19     0.24     1 
1810334235   38.40779     26.49914     0.30      0.21     0.37     1 
1810334236   38.40793     26.53487    -0.07      0.10     0.12     1 
1810334237   38.40807     26.57060     0.22     -0.08     0.23     1 
1810334238   38.40819     26.60634    -0.04     -0.06     0.07     1 
1810334241   38.40851     26.71354     0.12     -0.07     0.14     1 
1810334249   38.40886     26.99943     0.35     -0.04     0.36     1 
1810334252   38.40881     27.10663    -0.25      0.06     0.26     1 
1810334253   38.40877     27.14237    -0.08      0.11     0.14     1 
1810334254   38.40872     27.17810     0.38      0.04     0.38     1 
1810334255   38.40866     27.21384     0.11      0.03     0.11     1 
1810334257   38.40851     27.28531     0.16     -0.18     0.25     1 
1810334258   38.40842     27.32105     0.15      0.05     0.16     1 
1810334259   38.40831     27.35678     0.05     -0.05     0.07     1 
1810334260   38.40820     27.39252     0.12      0.02     0.13     1 
1810334261   38.40807     27.42825     0.10      0.11     0.15     1 
1810334262   38.40794     27.46398    -0.10     -0.04     0.11     1 
1810334263   38.40779     27.49972    -0.19     -0.05     0.20     1 
1810334296   38.37890     25.99925     0.06      0.00     0.06     1 
1810334297   38.37920     26.03497     0.07     -0.01     0.07     1 
1810334298   38.37949     26.07068     0.26     -0.01     0.26     1 
1810334299   38.37976     26.10640    -0.18      0.19     0.26     1 
1810334300   38.38003     26.14212    -0.05     -0.37     0.37     1 
1810334309   38.38194     26.46359     0.01      0.11     0.12     1 
1810334310   38.38210     26.49931     0.15     -0.02     0.15     1 
1810334311   38.38225     26.53504     0.04      0.18     0.18     1 
1810334312   38.38238     26.57076     0.14      0.38     0.40     1 
1810334313   38.38251     26.60648     0.18      0.22     0.29     1 
1810334314   38.38262     26.64220     0.08      0.01     0.09     1 
1810334316   38.38282     26.71364     0.36      0.13     0.38     1 
1810334317   38.38290     26.74937    -0.07     -0.03     0.08     1 
1810334318   38.38297     26.78509     0.09     -0.01     0.09     1 
1810334322   38.38315     26.92798    -0.04     -0.09     0.10     1 
1810334323   38.38316     26.96370     0.04      0.05     0.06     1 
1810334324   38.38317     26.99943    -0.06      0.15     0.16     1 
1810334325   38.38316     27.03515    -0.01     -0.16     0.16     1 
1810334327   38.38312     27.10660     0.27     -0.22     0.35     1 
1810334329   38.38304     27.17804    -0.04     -0.18     0.18     1 
1810334330   38.38298     27.21376     0.01     -0.17     0.17     1 
1810334331   38.38291     27.24949    -0.09      0.06     0.11     1 
1810334332   38.38282     27.28521     0.03     -0.00     0.03     1 
1810334333   38.38273     27.32093     0.29      0.18     0.34     1 
1810334334   38.38263     27.35665     0.21      0.15     0.25     1 
1810334336   38.38239     27.42810    -0.00     -0.02     0.02     1 
1810334337   38.38225     27.46382    -0.03     -0.08     0.08     1 
1810334338   38.38211     27.49954     0.03     -0.04     0.05     1 
1810334371   38.35322     25.99961     0.05      0.05     0.07     1 
1810334372   38.35352     26.03531     0.03      0.07     0.08     1 
1810334373   38.35381     26.07101     0.13      0.23     0.27     1 
1810334374   38.35408     26.10672     0.01      0.01     0.01     1 
1810334380   38.35552     26.32095    -0.13     -0.16     0.21     1 
1810334384   38.35626     26.46378    -0.20     -0.07     0.21     1 
1810334386   38.35656     26.53520    -0.03      0.03     0.04     1 
1810334387   38.35670     26.57091     0.04      0.03     0.05     1 
1810334388   38.35683     26.60662     0.15      0.22     0.26     1 
1810334389   38.35694     26.64233    -0.12      0.01     0.12     1 
1810334390   38.35704     26.67804    -0.10     -0.02     0.10     1 
1810334391   38.35714     26.71375     0.02     -0.12     0.12     1 
1810334392   38.35722     26.74946    -0.05      0.08     0.10     1 
1810334394   38.35735     26.82088    -0.12      0.15     0.20     1 
1810334396   38.35744     26.89230    -0.08      0.00     0.08     1 
1810334397   38.35746     26.92801     0.00     -0.08     0.08     1 
1810334398   38.35748     26.96372     0.02     -0.03     0.04     1 
1810334399   38.35749     26.99943    -0.05     -0.32     0.33     1 
1810334400   38.35748     27.03514    -0.10     -0.25     0.27     1 
1810334401   38.35746     27.07085    -0.10      0.20     0.22     1 
1810334404   38.35735     27.17798    -0.11      0.07     0.13     1 
1810334405   38.35729     27.21369    -0.40      0.02     0.40     1 
1810334406   38.35722     27.24940     0.06     -0.10     0.12     1 
1810334407   38.35714     27.28511    -0.05     -0.05     0.06     1 
1810334408   38.35705     27.32082    -0.04      0.05     0.06     1 
1810334409   38.35694     27.35653     0.09     -0.05     0.10     1 
1810334410   38.35683     27.39224     0.07      0.03     0.07     1 
1810334411   38.35670     27.42795    -0.05      0.05     0.07     1 
1810334412   38.35657     27.46366    -0.12     -0.06     0.14     1 
1810334413   38.35642     27.49937     0.06      0.02     0.06     1 
1810334446   38.32754     25.99996     0.08      0.06     0.10     1 
1810334447   38.32784     26.03565     0.00     -0.17     0.17     1 
1810334448   38.32812     26.07134     0.01     -0.03     0.03     1 
1810334449   38.32840     26.10703    -0.15     -0.01     0.15     1 
1810334450   38.32867     26.14272    -0.08      0.06     0.10     1 
1810334455   38.32984     26.32119    -0.01      0.01     0.02     1 
1810334457   38.33023     26.39258     0.13     -0.03     0.14     1 
1810334458   38.33041     26.42828    -0.06     -0.20     0.21     1 
1810334459   38.33058     26.46397    -0.09     -0.05     0.10     1 
1810334460   38.33073     26.49967    -0.17     -0.10     0.20     1 
1810334461   38.33088     26.53536    -0.03      0.16     0.17     1 
1810334462   38.33102     26.57106    -0.02     -0.04     0.05     1 
1810334463   38.33114     26.60676     0.16      0.02     0.16     1 
1810334465   38.33136     26.67815     0.08      0.01     0.08     1 
1810334466   38.33145     26.71385    -0.06     -0.07     0.09     1 
1810334469   38.33166     26.82094     0.01      0.16     0.16     1 
1810334470   38.33171     26.85664     0.12     -0.08     0.14     1 
1810334471   38.33175     26.89233     0.10      0.14     0.17     1 
1810334472   38.33178     26.92803    -0.12      0.17     0.21     1 
1810334473   38.33179     26.96373     0.08     -0.01     0.08     1 
1810334474   38.33180     26.99943     0.03      0.07     0.08     1 
1810334475   38.33179     27.03513     0.15      0.01     0.15     1 
1810334476   38.33178     27.07082     0.09      0.01     0.09     1 
1810334477   38.33175     27.10652     0.04     -0.24     0.24     1 
1810334478   38.33171     27.14222    -0.20     -0.18     0.26     1 
1810334479   38.33167     27.17792     0.02     -0.10     0.11     1 
1810334481   38.33154     27.24931     0.08      0.09     0.12     1 
1810334482   38.33145     27.28501    -0.10      0.09     0.13     1 
1810334483   38.33136     27.32071    -0.09      0.01     0.10     1 
1810334484   38.33126     27.35640     0.15      0.04     0.15     1 
1810334485   38.33114     27.39210     0.01     -0.23     0.23     1 
1810334486   38.33102     27.42780    -0.10     -0.05     0.11     1 
1810334487   38.33088     27.46349     0.13      0.16     0.21     1 
1810334488   38.33074     27.49919    -0.08      0.01     0.08     1 
1810334519   38.30123     25.92896    -0.00      0.15     0.15     1 
1810334520   38.30155     25.96463     0.03      0.33     0.33     1 
1810334521   38.30186     26.00031    -0.00      0.19     0.19     1 
1810334522   38.30215     26.03599     0.05      0.12     0.13     1 
1810334523   38.30244     26.07167     0.15      0.08     0.17     1 
1810334524   38.30272     26.10735    -0.01      0.07     0.07     1 
1810334525   38.30298     26.14303    -0.03      0.02     0.04     1 
1810334529   38.30394     26.28575     0.02     -0.04     0.04     1 
1810334530   38.30415     26.32143    -0.03      0.05     0.06     1 
1810334532   38.30454     26.39279    -0.02      0.13     0.14     1 
1810334533   38.30472     26.42848     0.11      0.06     0.12     1 
1810334534   38.30489     26.46416    -0.04     -0.02     0.05     1 
1810334535   38.30505     26.49984     0.02     -0.15     0.15     1 
1810334536   38.30519     26.53553     0.11     -0.21     0.23     1 
1810334537   38.30533     26.57121     0.10      0.01     0.10     1 
1810334538   38.30546     26.60690    -0.10     -0.05     0.12     1 
1810334539   38.30557     26.64258    -0.17     -0.37     0.41     1 
1810334540   38.30567     26.67826    -0.14     -0.23     0.27     1 
1810334541   38.30577     26.71395    -0.14      0.32     0.35     1 
1810334543   38.30592     26.78532     0.00     -0.11     0.11     1 
1810334545   38.30603     26.85669     0.28     -0.05     0.29     1 
1810334546   38.30607     26.89237     0.09      0.07     0.11     1 
1810334547   38.30609     26.92806     0.01      0.09     0.09     1 
1810334548   38.30611     26.96374     0.00     -0.07     0.07     1 
1810334549   38.30611     26.99943     0.11      0.14     0.18     1 
1810334550   38.30611     27.03511     0.03      0.12     0.12     1 
1810334551   38.30609     27.07080     0.06     -0.02     0.06     1 
1810334554   38.30598     27.17785    -0.12     -0.03     0.12     1 
1810334556   38.30585     27.24922    -0.02     -0.07     0.07     1 
1810334557   38.30577     27.28491    -0.01     -0.04     0.05     1 
1810334558   38.30568     27.32059    -0.09     -0.17     0.19     1 
1810334559   38.30557     27.35628     0.02     -0.04     0.05     1 
1810334560   38.30546     27.39196    -0.14     -0.16     0.21     1 
1810334561   38.30533     27.42764    -0.13      0.05     0.14     1 
1810334562   38.30520     27.46333    -0.17     -0.09     0.19     1 
1810334593   38.27521     25.89367     0.07     -0.11     0.13     1 
1810334594   38.27554     25.92934     0.01      0.12     0.12     1 
1810334595   38.27586     25.96500     0.05      0.01     0.05     1 
1810334596   38.27617     26.00066    -0.03      0.01     0.03     1 
1810334597   38.27647     26.03633     0.03      0.18     0.18     1 
1810334598   38.27676     26.07200     0.02      0.04     0.05     1 
1810334599   38.27704     26.10766    -0.06      0.12     0.14     1 
1810334604   38.27826     26.28600     0.09      0.07     0.12     1 
1810334605   38.27847     26.32167     0.12      0.24     0.26     1 
1810334606   38.27867     26.35734     0.15     -0.01     0.15     1 
1810334607   38.27886     26.39301    -0.03     -0.10     0.11     1 
1810334609   38.27921     26.46435    -0.04      0.03     0.05     1 
1810334610   38.27936     26.50002    -0.06      0.40     0.41     1 
1810334612   38.27965     26.57136    -0.04     -0.05     0.06     1 
1810334613   38.27977     26.60703    -0.32     -0.17     0.36     1 
1810334614   38.27989     26.64270     0.15     -0.04     0.15     1 
1810334615   38.27999     26.67838    -0.00     -0.05     0.05     1 
1810334616   38.28008     26.71405     0.13     -0.18     0.22     1 
1810334617   38.28016     26.74972    -0.01      0.21     0.21     1 
1810334618   38.28023     26.78539    -0.14      0.38     0.41     1 
1810334619   38.28029     26.82107    -0.25     -0.23     0.34     1 
1810334620   38.28034     26.85674     0.20      0.28     0.34     1 
1810334621   38.28038     26.89241     0.14      0.00     0.14     1 
1810334622   38.28041     26.92808     0.05     -0.16     0.17     1 
1810334624   38.28043     26.99943     0.18      0.19     0.27     1 
1810334625   38.28042     27.03510     0.08      0.05     0.10     1 
1810334626   38.28041     27.07077     0.12     -0.07     0.14     1 
1810334627   38.28038     27.10645    -0.00      0.09     0.09     1 
1810334629   38.28030     27.17779     0.04      0.18     0.19     1 
1810334630   38.28023     27.21346    -0.02     -0.07     0.07     1 
1810334632   38.28008     27.28481     0.04      0.05     0.06     1 
1810334633   38.27999     27.32048     0.07     -0.00     0.07     1 
1810334634   38.27989     27.35615    -0.02     -0.01     0.02     1 
1810334635   38.27978     27.39182    -0.01     -0.04     0.04     1 
1810334636   38.27965     27.42750     0.00     -0.07     0.07     1 
1810334668   38.24953     25.89406     0.03     -0.03     0.05     1 
1810334669   38.24986     25.92971    -0.01     -0.05     0.05     1 
1810334670   38.25018     25.96536    -0.03     -0.10     0.10     1 
1810334671   38.25049     26.00102    -0.07      0.02     0.07     1 
1810334672   38.25079     26.03667     0.04     -0.05     0.06     1 
1810334673   38.25108     26.07232    -0.07     -0.04     0.08     1 
1810334674   38.25135     26.10798     0.02     -0.01     0.02     1 
1810334680   38.25279     26.32191     0.00      0.23     0.23     1 
1810334681   38.25299     26.35757     0.04      0.07     0.08     1 
1810334682   38.25317     26.39322     0.00      0.00     0.00     1 
1810334684   38.25352     26.46454     0.05      0.02     0.06     1 
1810334685   38.25368     26.50020     0.12      0.01     0.12     1 
1810334686   38.25383     26.53585    -0.26     -0.12     0.28     1 
1810334688   38.25409     26.60717    -0.02     -0.05     0.05     1 
1810334689   38.25420     26.64283     0.18      0.10     0.21     1 
1810334690   38.25430     26.67849     0.00      0.04     0.04     1 
1810334691   38.25440     26.71415     0.13      0.11     0.17     1 
1810334692   38.25448     26.74981     0.13     -0.03     0.14     1 
1810334693   38.25455     26.78547     0.10     -0.03     0.11     1 
1810334694   38.25461     26.82113    -0.04      0.13     0.13     1 
1810334696   38.25469     26.89245     0.01     -0.06     0.06     1 
1810334697   38.25472     26.92811     0.07     -0.12     0.14     1 
1810334698   38.25474     26.96377     0.01     -0.08     0.09     1 
1810334699   38.25474     26.99943    -0.02     -0.31     0.31     1 
1810334700   38.25474     27.03509    -0.03     -0.17     0.17     1 
1810334701   38.25472     27.07075     0.19     -0.07     0.21     1 
1810334702   38.25470     27.10641    -0.23     -0.06     0.23     1 
1810334703   38.25466     27.14207     0.13     -0.10     0.17     1 
1810334704   38.25461     27.17773    -0.23      0.13     0.26     1 
1810334706   38.25448     27.24905    -0.05      0.14     0.15     1 
1810334707   38.25440     27.28471     0.01      0.13     0.13     1 
1810334708   38.25431     27.32037     0.08      0.07     0.11     1 
1810334709   38.25420     27.35603    -0.03      0.10     0.11     1 
1810334710   38.25409     27.39168    -0.02      0.16     0.16     1 
1810334711   38.25397     27.42734     0.02     -0.16     0.16     1 
1810334712   38.25383     27.46300    -0.15      0.01     0.15     1 
1810334743   38.22385     25.89445    -0.07     -0.06     0.09     1 
1810334744   38.22418     25.93009     0.05     -0.08     0.09     1 
1810334745   38.22450     25.96573    -0.16     -0.01     0.16     1 
1810334746   38.22481     26.00137    -0.14     -0.05     0.15     1 
1810334747   38.22511     26.03701    -0.07      0.05     0.09     1 
1810334748   38.22539     26.07265     0.02      0.08     0.08     1 
1810334749   38.22567     26.10829    -0.01     -0.03     0.04     1 
1810334755   38.22710     26.32215    -0.02     -0.37     0.37     1 
1810334756   38.22730     26.35779     0.04      0.07     0.08     1 
1810334757   38.22749     26.39344    -0.25      0.17     0.31     1 
1810334758   38.22767     26.42908    -0.06      0.14     0.15     1 
1810334759   38.22784     26.46473     0.11      0.22     0.25     1 
1810334760   38.22799     26.50037     0.02      0.16     0.17     1 
1810334761   38.22814     26.53602     0.16     -0.07     0.18     1 
1810334763   38.22840     26.60731     0.10      0.13     0.17     1 
1810334764   38.22852     26.64296    -0.01      0.01     0.02     1 
1810334765   38.22862     26.67860     0.08      0.07     0.11     1 
1810334766   38.22871     26.71425    -0.05      0.02     0.06     1 
1810334767   38.22879     26.74990     0.20      0.05     0.20     1 
1810334769   38.22892     26.82119    -0.28      0.11     0.30     1 
1810334770   38.22897     26.85684     0.08      0.07     0.10     1 
1810334772   38.22904     26.92813     0.15      0.13     0.20     1 
1810334773   38.22905     26.96378     0.28      0.07     0.28     1 
1810334774   38.22906     26.99943     0.04     -0.11     0.12     1 
1810334775   38.22905     27.03508     0.02     -0.16     0.16     1 
1810334776   38.22904     27.07072    -0.02      0.06     0.06     1 
1810334777   38.22901     27.10637     0.03     -0.09     0.09     1 
1810334778   38.22897     27.14202    -0.22     -0.01     0.22     1 
1810334786   38.22828     27.42719    -0.02     -0.01     0.02     1 
1810334787   38.22815     27.46284    -0.06     -0.09     0.10     1 
1810334819   38.19850     25.93046    -0.00      0.02     0.02     1 
1810334820   38.19882     25.96609    -0.08     -0.02     0.08     1 
1810334821   38.19913     26.00172    -0.05     -0.04     0.06     1 
1810334822   38.19943     26.03735    -0.14     -0.08     0.16     1 
1810334833   38.20199     26.42928     0.11      0.08     0.13     1 
1810334834   38.20215     26.46491    -0.11      0.07     0.13     1 
1810334835   38.20231     26.50055    -0.01     -0.18     0.18     1 
1810334836   38.20246     26.53618    -0.10     -0.06     0.12     1 
1810334837   38.20259     26.57181     0.00      0.21     0.21     1 
1810334839   38.20283     26.64308     0.09      0.27     0.28     1 
1810334840   38.20293     26.67872    -0.25      0.10     0.26     1 
1810334843   38.20318     26.78562    -0.03     -0.09     0.09     1 
1810334845   38.20329     26.85689     0.28      0.02     0.28     1 
1810334847   38.20335     26.92816     0.00     -0.12     0.12     1 
1810334848   38.20337     26.96379     0.03      0.00     0.03     1 
1810334849   38.20337     26.99943    -0.03      0.29     0.29     1 
1810334850   38.20337     27.03506     0.00      0.05     0.05     1 
1810334851   38.20335     27.07070     0.06      0.09     0.11     1 
1810334852   38.20332     27.10633    -0.01     -0.11     0.11     1 
1810334855   38.20318     27.21324    -0.14     -0.11     0.18     1 
1810334860   38.20272     27.39141     0.14      0.08     0.16     1 
1810334861   38.20260     27.42704    -0.02     -0.04     0.05     1 
1810334862   38.20246     27.46268    -0.12      0.04     0.12     1 
1810334895   38.17314     25.96645    -0.12      0.08     0.14     1 
1810334896   38.17345     26.00207    -0.01      0.11     0.11     1 
1810334910   38.17663     26.50072    -0.09      0.03     0.09     1 
1810334911   38.17677     26.53634     0.11      0.04     0.11     1 
1810334912   38.17691     26.57196    -0.03      0.04     0.05     1 
1810334913   38.17703     26.60759     0.18      0.05     0.19     1 
1810334918   38.17749     26.78570    -0.07      0.04     0.08     1 
1810334919   38.17755     26.82132     0.20      0.15     0.25     1 
1810334920   38.17760     26.85694     0.16      0.25     0.29     1 
1810334921   38.17764     26.89256     0.04      0.19     0.19     1 
1810334922   38.17766     26.92818     0.03      0.23     0.23     1 
1810334923   38.17768     26.96381     0.05      0.11     0.12     1 
1810334924   38.17769     26.99943    -0.01     -0.04     0.04     1 
1810334925   38.17768     27.03505    -0.02     -0.03     0.04     1 
1810334926   38.17766     27.07067    -0.03     -0.09     0.10     1 
1810334927   38.17764     27.10630    -0.04     -0.33     0.33     1 
1810334932   38.17734     27.28441     0.05      0.12     0.13     1 
1810334935   38.17703     27.39127    -0.06     -0.08     0.10     1 
1810334936   38.17691     27.42689    -0.10     -0.19     0.22     1 
1810334986   38.15109     26.53651     0.10      0.05     0.11     1 
1810334987   38.15122     26.57212     0.03      0.11     0.11     1 
1810334988   38.15134     26.60772     0.06     -0.03     0.07     1 
1810334994   38.15187     26.82138    -0.10     -0.12     0.16     1 
1810334995   38.15191     26.85699    -0.06      0.07     0.09     1 
1810334996   38.15195     26.89260    -0.09     -0.04     0.10     1 
1810334997   38.15198     26.92821    -0.14      0.03     0.14     1 
1810334998   38.15199     26.96382    -0.04      0.22     0.22     1 
1810334999   38.15200     26.99943     0.12      0.37     0.39     1 
1810335000   38.15199     27.03504     0.03      0.18     0.18     1 
1810335001   38.15198     27.07065     0.29      0.24     0.37     1 
1810335003   38.15192     27.14187    -0.18     -0.32     0.37     1 
1810335007   38.15166     27.28431    -0.03      0.05     0.06     1 
1810335009   38.15146     27.35553    -0.05      0.28     0.28     1 
1810335061   38.12540     26.53667    -0.11     -0.11     0.16     1 
1810335063   38.12566     26.60786     0.01     -0.26     0.26     1 
1810335070   38.12623     26.85704    -0.01     -0.19     0.20     1 
1810335071   38.12626     26.89264     0.12      0.05     0.13     1 
1810335072   38.12629     26.92823     0.09      0.14     0.17     1 
1810335074   38.12631     26.99943    -0.08     -0.03     0.08     1 
1810335075   38.12631     27.03503     0.16      0.07     0.17     1 
1810335077   38.12627     27.10622     0.02      0.10     0.11     1 
1810335078   38.12623     27.14182    -0.02      0.06     0.07     1 
1810335079   38.12618     27.17742     0.06      0.08     0.10     1 
1810335080   38.12612     27.21301    -0.03     -0.19     0.19     1 
1810335081   38.12605     27.24861    -0.02      0.09     0.09     1 
1810335082   38.12597     27.28421     0.36     -0.06     0.37     1 
1810335083   38.12588     27.31980     0.15     -0.22     0.27     1 
1810335145   38.10054     26.85709     0.04      0.08     0.09     1 
1810335146   38.10058     26.89268    -0.04      0.11     0.11     1 
1810335147   38.10061     26.92826     0.06      0.14     0.15     1 
1810335148   38.10062     26.96384     0.22      0.04     0.22     1 
1810335149   38.10063     26.99943     0.04     -0.06     0.07     1 
1810335150   38.10062     27.03502     0.21      0.17     0.27     1 
1810335151   38.10061     27.07060     0.02     -0.00     0.02     1 
1810335152   38.10058     27.10618     0.10      0.15     0.18     1 
1810335153   38.10054     27.14177    -0.15     -0.01     0.15     1 
1810335154   38.10049     27.17735    -0.15     -0.25     0.29     1 
1810335156   38.10036     27.24852    -0.32     -0.04     0.32     1 
1810335157   38.10028     27.28411     0.01      0.11     0.11     1 
1810335158   38.10019     27.31969     0.04      0.04     0.06     1 
1810335220   38.07485     26.85714    -0.00      0.05     0.05     1 
1810335221   38.07489     26.89271    -0.01     -0.15     0.15     1 
1810335223   38.07494     26.96386    -0.10     -0.15     0.18     1 
1810335224   38.07494     26.99943     0.04     -0.02     0.05     1 
1810335225   38.07494     27.03500    -0.07      0.01     0.07     1 
1810335226   38.07492     27.07058     0.15      0.07     0.17     1 
1810335228   38.07486     27.14172    -0.05     -0.20     0.20     1 
1810335229   38.07481     27.17729    -0.17     -0.22     0.28     1 
1810335230   38.07475     27.21287     0.14      0.18     0.23     1 
1810335231   38.07468     27.24844    -0.07     -0.14     0.16     1 
1810335232   38.07460     27.28401     0.04      0.03     0.05     1 
1810335233   38.07451     27.31958     0.01     -0.08     0.08     1 
1810335235   38.07429     27.39072    -0.09      0.10     0.13     1 
1810335295   38.04917     26.85719    -0.03     -0.05     0.06     1 
1810335300   38.04925     27.03499     0.00      0.00     0.00     1 
1810335301   38.04923     27.07055     0.12     -0.37     0.39     1 
1810335302   38.04921     27.10611     0.00     -0.26     0.26     1 
1810335304   38.04912     27.17723    -0.09     -0.10     0.13     1 
1810335305   38.04906     27.21279    -0.09      0.16     0.19     1 
1810335306   38.04899     27.24835     0.04     -0.23     0.23     1 
1810335307   38.04891     27.28391     0.01      0.09     0.09     1 
1810335308   38.04882     27.31947     0.02     -0.05     0.05     1 
1810335309   38.04872     27.35503    -0.14      0.09     0.17     1 
